,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
915,1068.434064,1.0,27.0,0.0,27.0,0.0,0.083333,0.0,0.083333,0.0,0,1,1200.0,219.692369,310.32899,0.0,12
8860,75.520764,1.0,210.48,0.0,210.48,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,81.986811,108.030031,0.0,8
1009,253.143106,0.142857,0.0,0.0,0.0,3351.385591,0.0,0.0,0.0,0.142857,3,0,5000.0,0.0,864.2065423050828,0.0,7
406,150.699542,0.363636,648.64,330.0,318.64,0.0,0.333333,0.083333,0.25,0.0,0,5,2500.0,0.0,864.2065423050828,0.0,12
3115,5931.699858,1.0,218.0,218.0,0.0,2527.492866,0.083333,0.083333,0.0,0.25,4,2,8000.0,1309.816518,1402.076478,0.0,12
1381,841.398158,1.0,860.2,264.35,595.85,0.0,0.75,0.166667,0.666667,0.0,0,16,15500.0,1198.790549,194.362209,0.0,12
3182,1839.93046,1.0,26.12,26.12,0.0,158.971239,0.083333,0.083333,0.0,0.083333,1,1,1950.0,525.947589,627.660656,0.0,12
6434,710.811464,0.75,633.87,320.0,313.87,672.991175,0.75,0.125,0.625,0.25,4,17,1000.0,474.226839,686.170196,0.0,8
8464,85.881798,0.181818,0.0,0.0,0.0,628.355222,0.0,0.0,0.0,0.166667,2,0,3000.0,682.485692,41.34049,0.0,12
4737,3753.102666,1.0,0.0,0.0,0.0,702.912179,0.0,0.0,0.0,0.583333,7,0,11000.0,1029.476417,921.100658,0.0,12
1060,1005.332554,1.0,0.0,0.0,0.0,19.503826,0.0,0.0,0.0,0.083333,1,0,1200.0,347.446739,425.777184,0.0,12
2429,1114.56327,0.727273,0.0,0.0,0.0,298.659126,0.0,0.0,0.0,0.083333,1,0,6000.0,3842.787673,547.238675,0.111111,12
2616,86.650277,0.727273,910.51,0.0,910.51,0.0,0.583333,0.0,0.5,0.0,0,14,7000.0,884.056926,126.337242,0.666667,12
7463,1562.60448,1.0,880.22,816.88,63.34,0.0,0.416667,0.083333,0.333333,0.0,0,8,2500.0,459.441845,4257.948127,0.0,12
7223,167.044456,1.0,1477.42,0.0,1477.42,1434.563127,1.0,0.0,1.0,0.083333,1,49,2500.0,2860.74586,129.895885,0.5,12
5669,1163.135011,1.0,0.0,0.0,0.0,884.506039,0.0,0.0,0.0,0.166667,6,0,1200.0,222.485191,420.701352,0.0,12
1310,120.964472,1.0,0.0,0.0,0.0,916.399522,0.0,0.0,0.0,0.083333,1,0,1200.0,997.765267,113.248946,0.083333,12
1040,209.178326,0.5,34.0,19.0,15.0,0.0,0.5,0.166667,0.166667,0.0,0,3,6000.0,635.909695,81.198552,0.0,6
61,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12
5846,1906.67771,1.0,486.27,580.2,0.0,0.0,0.416667,0.25,0.0,0.0,0,14,2000.0,712.776539,1440.494944,0.0,12
3769,1278.502197,1.0,0.0,0.0,0.0,451.336788,0.0,0.0,0.0,0.166667,2,0,1800.0,0.0,864.2065423050828,0.0,12
6169,56.798467,1.0,93.1,0.0,93.1,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,83.556361,172.482173,0.0,12
7968,100.403989,1.0,790.0,0.0,790.0,0.0,1.0,0.0,0.916667,0.0,0,13,1000.0,573.971571,161.591908,0.6,12
4133,3039.972975,1.0,5988.29,4484.77,1503.52,0.0,1.0,1.0,1.0,0.0,0,68,7000.0,2458.531724,878.361313,0.0,12
3643,1001.543878,1.0,2577.1,720.1,1857.0,2241.427898,1.0,0.666667,0.666667,0.416667,7,49,15500.0,3875.419446,327.217973,0.090909,12
4272,5693.979714,1.0,1338.72,1338.72,0.0,0.0,1.0,1.0,0.0,0.0,0,13,9500.0,1753.988494,1290.972218,0.0,12
3913,113.629276,0.272727,798.0,798.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5000.0,4372.014696,84.491283,0.0,12
7324,1609.514614,1.0,0.0,0.0,0.0,136.209339,0.0,0.0,0.0,0.083333,2,0,1700.0,277.622861,705.401828,0.0,12
7179,1466.99222,1.0,230.1,30.0,200.1,0.0,0.5,0.083333,0.5,0.0,0,7,1500.0,415.795291,7328.484531,0.0,12
16,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,8
1533,1579.158781,1.0,4175.25,2095.35,2079.9,0.0,1.0,0.166667,0.916667,0.0,0,50,8000.0,1980.952607,406.75838,0.0,12
486,3690.177649,1.0,0.0,0.0,0.0,1328.643945,0.0,0.0,0.0,0.5,11,0,4000.0,1006.358943,1819.542692,0.0,12
4100,4433.582508,1.0,0.0,0.0,0.0,1434.153185,0.0,0.0,0.0,0.416667,9,0,5500.0,6801.553821,1209.064809,0.083333,12
3949,1211.895212,1.0,0.0,0.0,0.0,119.377631,0.0,0.0,0.0,0.083333,2,0,1200.0,413.575315,938.748553,0.0,12
2094,120.220573,1.0,1348.08,230.43,1117.65,0.0,1.0,0.583333,1.0,0.0,0,50,12000.0,1196.209266,183.557875,0.75,12
3724,1632.580058,1.0,0.0,0.0,0.0,115.413927,0.0,0.0,0.0,0.25,3,0,1800.0,1839.752683,4397.363594,0.0,12
914,2.957267,0.272727,202.72,0.0,202.72,0.0,0.833333,0.0,0.833333,0.0,0,10,4500.0,31.596193,53.011601,0.0,12
894,233.694622,1.0,1772.55,1352.55,420.0,0.0,1.0,1.0,0.75,0.0,0,29,1200.0,764.816144,227.726516,0.083333,12
4081,438.429112,1.0,5044.36,3015.56,2028.8,0.0,1.0,0.416667,0.916667,0.0,0,35,5500.0,4591.418823,186.28407,1.0,12
6672,76.096025,0.909091,71.22,0.0,71.22,0.0,0.25,0.0,0.25,0.0,0,3,1500.0,216.059115,159.478913,0.0,12
3376,11.78569,0.272727,69.9,69.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,266.254303,116.316856,0.0,12
3334,999.528562,1.0,662.98,583.0,79.98,495.595993,0.363636,0.363636,0.090909,0.181818,2,8,1400.0,691.407037,676.34902,0.0,11
7287,1456.624844,1.0,53.9,0.0,53.9,0.0,0.583333,0.0,0.583333,0.0,0,7,1500.0,330.888649,527.393837,0.0,12
6311,4.588899,0.272727,249.96,0.0,249.96,0.0,0.916667,0.0,0.916667,0.0,0,17,4000.0,248.437485,36.714951,0.1,12
1130,6090.522273,1.0,22.16,22.16,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,9000.0,568.7811,30528.4324,0.0,12
3702,3993.254745,1.0,2049.97,843.7,1206.27,373.338524,1.0,0.583333,1.0,0.333333,5,68,5200.0,1089.826018,974.979137,0.0,12
3626,17.125776,0.727273,95.76,0.0,95.76,0.0,0.583333,0.0,0.583333,0.0,0,7,4000.0,116.956664,135.178047,0.222222,12
8621,13.44199,0.454545,56.51,0.0,56.51,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,190.431651,153.286406,0.166667,12
3632,33.015501,0.727273,295.56,108.0,187.56,0.0,0.666667,0.166667,0.5,0.0,0,9,3000.0,301.892766,165.877993,0.625,12
4329,473.599403,1.0,524.7,150.32,374.38,1168.556598,1.0,0.25,0.75,0.083333,1,15,1200.0,1772.643444,144.171824,0.25,12
4436,2543.005761,1.0,1900.63,1900.63,0.0,0.0,0.75,0.75,0.0,0.0,0,29,4000.0,674.748921,786.205716,0.0,12
7904,2091.582046,1.0,179.23,0.0,179.23,2682.810269,0.416667,0.0,0.416667,0.25,14,5,6000.0,1152.07779,1281.740206,0.090909,12
6951,795.497557,0.909091,0.0,0.0,0.0,5676.779668,0.0,0.0,0.0,0.5,6,0,50.0,7570.207782,410.260506,0.444444,12
5741,4932.396527,1.0,0.0,0.0,0.0,245.596578,0.0,0.0,0.0,0.166667,3,0,6000.0,5403.894447,14437.12209,0.0,12
8719,165.240633,0.181818,0.0,0.0,0.0,1088.751325,0.0,0.0,0.0,0.166667,4,0,1500.0,0.0,864.2065423050828,0.0,12
7297,1185.330971,1.0,0.0,0.0,0.0,1651.711638,0.0,0.0,0.0,0.5,21,0,3000.0,341.938368,367.00205,0.0,12
5129,1667.146414,1.0,4343.82,3818.84,524.98,0.0,0.916667,0.75,0.666667,0.0,0,39,7500.0,3798.443473,425.9899,0.0,12
2859,409.194212,0.545455,1213.23,1213.23,0.0,1751.419465,0.25,0.25,0.0,0.416667,8,9,6000.0,5997.800728,178.416838,0.0,12
6073,624.717922,0.857143,0.0,0.0,0.0,1761.331946,0.0,0.0,0.0,0.571429,8,0,1200.0,901.464465,169.693848,0.0,7
7781,4.448015,0.272727,71.81,0.0,71.81,0.0,0.25,0.0,0.25,0.0,0,3,3000.0,257.226631,130.382506,1.0,12
5608,204.041606,1.0,1173.34,1067.7,105.64,0.0,0.7,0.7,0.3,0.0,0,20,5000.0,871.245658,137.913285,0.0,10
7713,6.525943,0.285714,290.5,0.0,290.5,0.0,1.0,0.0,0.857143,0.0,0,7,2000.0,474.469741,16.087082,0.0,7
2628,266.475852,0.272727,0.0,0.0,0.0,1560.735908,0.0,0.0,0.0,0.166667,2,0,1500.0,792.623374,226.586503,0.0,12
4560,4187.550741,1.0,0.0,0.0,0.0,433.71918,0.0,0.0,0.0,0.083333,1,0,4500.0,1216.465192,935.585513,0.0,12
8479,1873.61991,1.0,396.26,396.26,0.0,2025.438092,0.571429,0.571429,0.0,0.571429,10,14,2500.0,353.512837,384.161979,0.0,7
6671,1016.712614,1.0,0.0,0.0,0.0,128.829302,0.0,0.0,0.0,0.083333,2,0,4000.0,430.136625,331.868318,0.0,12
8743,40.960739,0.181818,472.75,431.37,41.38,0.0,0.181818,0.181818,0.090909,0.0,0,7,13000.0,0.0,864.2065423050828,0.0,11
2460,490.368785,1.0,932.03,231.87,700.16,987.069944,0.416667,0.083333,0.25,0.083333,1,5,5500.0,3170.370677,269.655125,0.083333,12
7312,683.286191,1.0,706.08,706.08,0.0,0.0,0.916667,0.916667,0.0,0.0,0,13,1500.0,1847.90353,717.097215,0.0,12
1865,167.757298,1.0,320.72,0.0,320.72,0.0,0.916667,0.0,0.916667,0.0,0,20,1200.0,863.485864,186.52878,0.0,12
1294,2628.511837,1.0,273.0,273.0,0.0,342.874785,0.583333,0.583333,0.0,0.083333,1,7,7500.0,4613.45321,1148.353805,0.0,12
5311,7468.01201,1.0,1569.41,796.07,773.34,4500.288676,0.545455,0.454545,0.363636,0.272727,7,10,8700.0,2162.94335,4628.802111,0.0,11
8853,539.162731,0.625,0.0,0.0,0.0,1103.30382,0.0,0.0,0.0,0.125,1,0,1200.0,360.986284,200.101165,0.0,8
1120,4688.103434,1.0,0.0,0.0,0.0,357.129377,0.0,0.0,0.0,0.166667,2,0,5000.0,981.149809,2216.590039,0.0,12
8779,525.143055,0.571429,0.0,0.0,0.0,1019.874229,0.0,0.0,0.0,0.142857,4,0,1200.0,200.10608,130.9144,0.0,7
2980,1119.464067,1.0,0.0,0.0,0.0,748.241727,0.0,0.0,0.0,0.25,4,0,3000.0,1951.116757,334.301206,0.0,12
5997,427.186194,1.0,3305.33,419.22,2886.11,0.0,1.0,0.166667,1.0,0.0,0,42,5000.0,3312.414274,220.475303,0.083333,12
617,2113.098241,1.0,619.93,0.0,619.93,1958.668173,1.0,0.0,0.916667,0.083333,2,24,4000.0,529.829894,508.775831,0.0,12
3824,26.034907,0.636364,299.79,0.0,299.79,0.0,0.333333,0.0,0.25,0.0,0,4,7500.0,308.31669,86.667034,0.3,12
501,13479.28821,1.0,41050.4,40624.06,426.34,0.0,0.833333,0.666667,0.416667,0.0,0,157,17000.0,36066.75068,15914.48462,0.083333,12
5801,1101.328772,0.727273,0.0,0.0,0.0,3061.014837,0.0,0.0,0.0,0.333333,12,0,3000.0,649.339928,432.288614,0.0,12
570,2154.175363,1.0,1628.07,1628.07,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,5000.0,654.505745,507.655831,0.0,12
969,4618.091584,1.0,541.68,541.68,0.0,3580.753362,0.166667,0.166667,0.0,0.166667,2,2,8500.0,0.0,864.2065423050828,0.0,12
1363,60.835983,0.454545,1151.45,0.0,1151.45,0.0,0.416667,0.0,0.333333,0.0,0,5,4000.0,1499.855842,39.385916,0.1,12
3641,7064.55047,1.0,0.0,0.0,0.0,11582.49911,0.0,0.0,0.0,0.75,38,0,11500.0,7964.175992,1607.124085,0.0,12
5240,566.477136,1.0,5370.39,1129.3,4241.09,0.0,1.0,0.5,1.0,0.0,0,60,5700.0,4124.004704,224.493971,0.5,12
2502,5550.171932,1.0,1026.26,1026.26,0.0,256.963408,0.583333,0.583333,0.0,0.083333,1,12,11000.0,1322.74282,1417.69815,0.0,12
1462,6138.163709,1.0,0.0,0.0,0.0,7193.574138,0.0,0.0,0.0,0.916667,22,0,11500.0,1337.056317,1654.077219,0.0,12
4912,947.70851,1.0,483.4,483.4,0.0,1288.83283,0.083333,0.083333,0.0,0.166667,2,1,2000.0,394.907752,280.049702,0.0,12
8884,5.911397,0.5,0.0,0.0,0.0,19.712686,0.0,0.0,0.0,0.166667,1,0,500.0,32.355459,32.958244,0.5,6
6158,1328.483504,0.909091,1507.26,1011.6,495.66,2554.86412,0.818182,0.636364,0.545455,0.727273,33,22,2000.0,2281.634116,926.600197,0.111111,11
7789,58.603273,0.181818,2080.51,2080.51,0.0,0.0,0.166667,0.166667,0.0,0.0,0,7,2500.0,1965.056445,14.242628,0.0,12
7251,743.245283,0.6,1610.06,1211.9,398.16,0.0,0.5,0.2,0.4,0.0,0,10,3500.0,274.724354,347.761624,0.0,10
5197,2670.123456,1.0,3103.57,1587.68,1515.89,3780.101366,1.0,0.333333,1.0,0.166667,3,44,7500.0,1865.73836,573.258246,0.090909,12
2511,774.645244,1.0,190.54,0.0,190.54,2467.204866,0.416667,0.0,0.333333,0.25,4,6,1200.0,2365.524893,423.0202,0.166667,12
8153,31.083023,0.636364,138.04,0.0,138.04,0.0,0.583333,0.0,0.5,0.0,0,7,2700.0,65.133736,141.715486,0.0,12
761,23.276656,0.636364,796.56,0.0,796.56,0.0,1.0,0.0,1.0,0.0,0,13,4000.0,912.478311,102.895907,0.636364,12
7057,1978.729646,1.0,0.0,0.0,0.0,111.235788,0.0,0.0,0.0,0.166667,2,0,6500.0,407.327265,531.931444,0.0,12
2245,55.707056,1.0,1224.99,0.0,1224.99,0.0,1.0,0.0,1.0,0.0,0,26,7500.0,1130.359054,166.788652,1.0,12
6581,370.489944,1.0,1723.61,947.92,775.69,0.0,1.0,0.75,1.0,0.0,0,37,5000.0,1570.70073,198.52965,0.0,12
8276,2075.870968,1.0,0.0,0.0,0.0,996.279137,0.0,0.0,0.0,0.166667,2,0,2500.0,482.259939,543.579985,0.0,12
30,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12
3490,5055.816826,1.0,126.68,0.0,126.68,1854.786122,0.333333,0.0,0.25,0.75,12,4,5500.0,1368.530409,1320.825093,0.0,12
1695,516.814969,1.0,276.52,141.96,134.56,584.976769,0.25,0.25,0.083333,0.083333,1,8,1500.0,927.381808,190.875362,0.0,12
8764,708.315197,1.0,2252.32,452.32,1800.0,0.0,0.818182,0.181818,0.727273,0.0,0,12,2500.0,2155.891761,208.895886,0.1,11
688,2119.537904,1.0,342.07,270.07,72.0,0.0,0.583333,0.5,0.166667,0.0,0,11,3000.0,3505.371815,894.910352,0.0,12
6011,745.342323,1.0,49.25,49.25,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,370.390221,215.208576,0.0,12
4903,99.643727,1.0,677.68,655.68,22.0,0.0,1.0,1.0,0.083333,0.0,0,14,3000.0,809.678399,148.487769,0.272727,12
2195,203.024867,0.818182,542.94,0.0,542.94,0.0,0.416667,0.0,0.416667,0.0,0,8,4000.0,955.283993,163.678855,0.0,12
6824,251.273637,0.272727,1861.74,1861.74,0.0,0.0,0.25,0.25,0.0,0.0,0,31,3000.0,195.73661,273.119363,0.0,12
6961,69.920933,0.727273,680.0,0.0,680.0,0.0,0.727273,0.0,0.636364,0.0,0,8,3500.0,668.711777,184.993332,0.857143,11
8548,1297.740903,0.909091,944.44,0.0,944.44,1382.21391,1.0,0.0,1.0,0.166667,5,32,1500.0,2685.673905,1509.468577,0.0,12
5730,170.086639,0.909091,1218.11,980.87,237.24,0.0,0.75,0.5,0.166667,0.0,0,9,6000.0,1277.281619,152.507474,0.222222,12
4947,2980.628942,1.0,1352.52,1352.52,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,782.875155,760.415003,0.0,12
1334,0.0,0.0,300.0,0.0,300.0,0.0,0.857143,0.0,0.857143,0.0,0,6,2500.0,0.0,864.2065423050828,0.0,7
2678,166.295463,0.909091,449.26,449.26,0.0,7894.578816,1.0,1.0,0.0,0.083333,1,12,9000.0,662.951526,183.275472,0.181818,12
3929,2732.551701,1.0,1043.03,308.97,734.06,123.468228,1.0,0.5,1.0,0.083333,1,53,3000.0,1691.352849,1051.043802,0.0,12
521,4497.213951,1.0,2001.19,210.43,1790.76,0.0,1.0,0.083333,1.0,0.0,0,30,4500.0,3058.768463,5067.863223,0.0,12
92,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12
8648,293.351517,1.0,0.0,0.0,0.0,247.986362,0.0,0.0,0.0,0.083333,3,0,500.0,533.754035,169.743478,0.083333,12
7012,186.25802,1.0,0.0,0.0,0.0,463.742544,0.0,0.0,0.0,0.333333,5,0,4000.0,763.120271,191.867335,0.0,12
7104,2.053676,0.181818,74.0,0.0,74.0,0.0,0.166667,0.0,0.083333,0.0,0,2,6000.0,68.147484,29.485897,0.090909,12
7908,3.164023,0.454545,51.73,0.0,51.73,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,77.666427,26.092644,0.0,12
290,280.142117,1.0,2236.49,758.52,1477.97,0.0,1.0,1.0,0.666667,0.0,0,34,10000.0,1986.838064,233.614975,1.0,12
4736,862.753623,1.0,1282.38,0.0,1282.38,0.0,0.916667,0.0,0.833333,0.0,0,11,11500.0,930.179257,179.698273,0.0,12
5992,1776.088454,1.0,117.0,117.0,0.0,139.117692,0.333333,0.333333,0.0,0.166667,2,4,9000.0,1160.657884,381.46904,0.0,12
163,1610.040203,1.0,557.19,525.64,31.55,0.0,0.25,0.083333,0.166667,0.0,0,5,4000.0,422.711848,616.005839,0.0,12
1116,94.241684,0.666667,1019.34,0.0,1019.34,0.0,0.666667,0.0,0.666667,0.0,0,7,5000.0,1014.359244,122.108687,1.0,9
4909,1860.469601,1.0,0.0,0.0,0.0,303.822585,0.0,0.0,0.0,0.166667,2,0,4000.0,560.883507,436.589785,0.0,12
698,255.052529,1.0,3267.03,1439.07,1827.96,0.0,1.0,1.0,1.0,0.0,0,101,6000.0,2841.850383,173.710118,1.0,12
3706,2233.485479,1.0,0.0,0.0,0.0,99.651002,0.0,0.0,0.0,0.083333,1,0,5000.0,536.029708,527.131185,0.0,12
2840,2735.480264,0.636364,100.0,0.0,100.0,6964.780053,0.333333,0.0,0.25,0.5,11,4,9000.0,1129.128267,1362.581887,0.0,12
8842,35.800325,0.5,0.0,0.0,0.0,109.899622,0.0,0.0,0.0,0.25,2,0,500.0,152.960155,112.13967,0.0,8
3595,47.872617,0.818182,649.0,147.42,501.58,0.0,0.75,0.166667,0.666667,0.0,0,19,6000.0,624.293646,191.993448,0.875,12
7327,24.660951,0.363636,0.0,0.0,0.0,398.729042,0.0,0.0,0.0,0.090909,1,0,500.0,757.357928,132.251286,0.5,11
2096,164.377503,0.9,0.0,0.0,0.0,470.00055,0.0,0.0,0.0,0.3,3,0,9500.0,684.398658,152.648955,0.285714,10
4680,143.737177,1.0,1456.0,361.0,1095.0,0.0,0.666667,0.166667,0.583333,0.0,0,17,2500.0,1416.600792,139.685178,0.818182,12
6967,75.9863,1.0,986.0,0.0,986.0,0.0,1.0,0.0,0.8,0.0,0,10,1000.0,807.394469,146.785318,0.555556,10
3137,21.968945,0.454545,335.0,0.0,335.0,0.0,0.416667,0.0,0.416667,0.0,0,5,1000.0,742.772271,145.138785,0.333333,12
2943,1579.728772,1.0,0.0,0.0,0.0,124.941315,0.0,0.0,0.0,0.083333,1,0,1800.0,464.305701,482.666125,0.0,12
8050,0.0,0.0,271.56,0.0,271.56,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,282.699746,864.2065423050828,0.0,12
6383,75.46203,1.0,405.84,0.0,405.84,0.0,1.0,0.0,1.0,0.0,0,45,5000.0,340.762855,171.488095,0.083333,12
8141,1411.096444,1.0,270.0,0.0,270.0,711.48812,0.833333,0.0,0.833333,0.25,3,10,1500.0,1279.52965,902.25194,0.0,12
8831,324.334482,0.888889,0.0,0.0,0.0,530.188202,0.0,0.0,0.0,0.333333,7,0,500.0,234.651005,128.759514,0.0,9
3705,224.313303,1.0,2426.96,859.5,1567.46,0.0,0.75,0.25,0.5,0.0,0,16,17500.0,1660.462764,214.351604,0.0,12
3125,859.588282,0.909091,48.16,48.16,0.0,9139.119365,0.166667,0.166667,0.0,0.166667,13,2,10000.0,376.383077,263.710911,0.0,12
3993,1030.503395,1.0,25.26,25.26,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,3000.0,1135.363289,237.276808,0.0,12
5016,2251.896834,1.0,1331.0,1321.1,9.9,0.0,1.0,1.0,0.083333,0.0,0,24,12500.0,4571.887377,502.626418,0.0,12
4807,3596.749572,1.0,0.0,0.0,0.0,1172.638871,0.0,0.0,0.0,0.166667,3,0,6000.0,1499.401344,765.099049,0.0,12
7131,613.259699,1.0,0.0,0.0,0.0,57.112427,0.0,0.0,0.0,0.083333,2,0,700.0,241.173093,255.32232,0.0,12
1379,1916.470203,1.0,380.0,0.0,380.0,0.0,0.5,0.0,0.416667,0.0,0,6,8500.0,577.247923,439.337182,0.0,12
2618,144.513072,0.727273,758.5,0.0,758.5,0.0,0.666667,0.0,0.583333,0.0,0,12,3000.0,860.545375,192.201279,0.142857,12
391,1535.248256,1.0,857.36,857.36,0.0,0.0,1.0,1.0,0.0,0.0,0,13,6550.0,3239.629759,411.871046,0.083333,12
4882,169.343874,0.818182,1553.8,1553.8,0.0,0.0,0.5,0.5,0.0,0.0,0,8,16500.0,1921.042991,125.895667,0.8,12
6207,344.288226,1.0,146.75,0.0,146.75,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,135.87419,203.496004,0.0,12
4287,2436.843864,1.0,2647.9,2495.0,152.9,0.0,0.833333,0.75,0.166667,0.0,0,17,9000.0,7657.885804,883.173758,0.0,12
5036,777.616173,0.909091,0.0,0.0,0.0,1894.377727,0.0,0.0,0.0,0.083333,2,0,9000.0,2245.358858,217.630638,0.0,12
4492,306.460387,1.0,0.0,0.0,0.0,191.834575,0.0,0.0,0.0,0.083333,1,0,7000.0,577.962789,171.809634,0.083333,12
4991,4320.267209,1.0,117.23,117.23,0.0,2746.430467,0.083333,0.083333,0.0,0.333333,6,1,8000.0,1200.321938,1017.299239,0.0,12
2747,2085.013555,1.0,198.27,198.27,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,8000.0,748.549629,524.180778,0.0,12
2922,2304.087171,1.0,0.0,0.0,0.0,3511.369006,0.0,0.0,0.0,0.166667,3,0,3000.0,3004.655015,586.763635,0.083333,12
3327,425.966019,1.0,2219.33,2060.5,158.83,0.0,0.416667,0.083333,0.333333,0.0,0,8,9000.0,2268.864868,211.168736,0.083333,12
3808,0.0,0.0,178.8,0.0,178.8,0.0,1.0,0.0,1.0,0.0,0,12,1900.0,0.0,864.2065423050828,0.0,12
7570,378.320894,1.0,315.02,0.0,315.02,0.0,1.0,0.0,1.0,0.0,0,20,1500.0,206.090316,202.391607,0.0,12
1417,19.945714,0.272727,170.0,170.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6500.0,734.613034,166.057617,1.0,12
6482,179.362453,0.545455,839.09,0.0,839.09,331.493048,0.833333,0.0,0.75,0.083333,1,11,3000.0,555.713401,91.081745,0.0,12
1452,1117.368286,1.0,972.38,0.0,972.38,0.0,1.0,0.0,1.0,0.0,0,21,1900.0,667.050505,538.835764,0.0,12
6807,4619.500393,1.0,1870.8,1148.75,722.05,0.0,0.5,0.166667,0.416667,0.0,0,11,5000.0,2296.399555,2771.549821,0.0,12
2374,5274.508501,1.0,324.96,0.0,324.96,1392.925291,1.0,0.0,1.0,0.25,5,12,5500.0,938.073283,2927.486552,0.0,12
6489,33.114269,0.727273,974.96,110.0,864.96,0.0,1.0,0.083333,1.0,0.0,0,13,6000.0,1011.244454,99.44103,0.333333,12
930,851.278168,0.727273,0.0,0.0,0.0,2037.036785,0.0,0.0,0.0,0.166667,3,0,3000.0,4998.620598,282.771821,0.111111,12
2777,1364.390161,1.0,786.0,646.0,140.0,0.0,0.5,0.166667,0.416667,0.0,0,10,5000.0,599.435586,323.619258,0.0,12
4213,12.423203,0.909091,2292.41,2003.99,288.42,96.310823,0.916667,0.916667,0.916667,0.083333,1,36,7500.0,2411.035394,41.854466,0.0,12
1852,2539.279598,1.0,820.42,820.42,0.0,879.324856,0.666667,0.666667,0.0,0.166667,2,19,3000.0,757.327536,686.941106,0.0,12
216,1121.730896,1.0,878.52,103.1,775.42,197.648111,1.0,0.166667,0.916667,0.083333,1,39,1500.0,542.836917,471.496776,0.0,12
5990,1236.088709,1.0,0.0,0.0,0.0,2546.081531,0.0,0.0,0.0,0.5,24,0,2500.0,1612.24135,438.47095,0.0,12
2357,73.379518,1.0,875.38,0.0,875.38,0.0,1.0,0.0,1.0,0.0,0,16,6500.0,688.546903,196.362677,0.75,12
6966,649.566721,1.0,245.77,245.77,0.0,1511.89442,0.083333,0.083333,0.0,0.416667,6,1,3000.0,432.966217,259.680955,0.0,12
7878,17.832004,0.272727,148.0,148.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10500.0,117.223554,165.37547,0.0,12
6321,54.055548,0.636364,548.02,0.0,548.02,0.0,0.416667,0.0,0.333333,0.0,0,8,4000.0,695.091566,111.441098,0.4,12
8243,792.349098,0.555556,0.0,0.0,0.0,1795.077768,0.0,0.0,0.0,0.444444,13,0,2000.0,219.603033,286.451636,0.0,9
7343,146.616802,0.363636,0.0,0.0,0.0,614.430788,0.0,0.0,0.0,0.166667,2,0,1200.0,216.978003,173.047732,0.0,12
8230,8.248278,0.363636,0.0,0.0,0.0,74.905547,0.0,0.0,0.0,0.083333,1,0,4000.0,323.533469,64.837252,0.5,12
1076,3409.130731,1.0,0.0,0.0,0.0,4459.741851,0.0,0.0,0.0,0.666667,14,0,6000.0,2203.045653,1023.380975,0.0,12
735,7715.659048,1.0,0.0,0.0,0.0,6182.982033,0.0,0.0,0.0,1.0,62,0,11500.0,1777.003806,2412.544026,0.0,12
3241,243.590067,1.0,1995.25,410.21,1585.04,0.0,1.0,0.416667,1.0,0.0,0,49,5700.0,2413.9198,227.534843,0.166667,12
2645,9226.646604,1.0,671.31,671.31,0.0,6171.934509,0.5,0.5,0.0,0.5,12,12,12000.0,2726.318749,3129.402094,0.0,12
4895,1886.811282,1.0,146.73,146.73,0.0,3249.377014,0.166667,0.166667,0.0,0.416667,10,2,3000.0,2817.269516,523.086888,0.083333,12
